record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,price_msp_gap,below_supplied_msp,date_status,mandi_id_status,district_status,msp_comparison_status,source_record_id,source_date,source_mandi_id,source_district,source_crop_name,source_min_price,source_max_price,source_modal_price,source_msp
PR007197,2026-05-04,MANDI033,AMBALA,Sugarcane,3653.020121077713,4059.89,3856.0,3500.0,356.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007197,04-May-2026,mandi033,Ambala,गन्ना,3653.020121077713,4059.89,"Rs. 3,856",3500
PR000500,2026-04-02,MANDI035,Ambala,Rice,2181.045527366979,2399.84,2290.0,2183.0,107.0,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000500,04-02-2026,mandi035,Moga,चावल,2181.045527366979,2399.84,"INR 2,290","Rs. 2,183"
PR002708,2026-08-17,MANDI053,Saharanpur,Cotton,6858.04,7844.4388757834595,7351.24,6620.0,731.2399999999998,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002708,17.08.2026,M053,Sirsa,कपास,6858.04,7844.4388757834595,"₹7,351.24","Rs. 6,620"
PR008975,2026-04-05,MANDI046,NA,Wheat,2350.0,2685.0,2517.0,2275.0,242.0,False,Parsed: assumed format by separator,Matched,Unresolved: district missing in master,Compared: common basis implied by challenge,PR008975,05/04/2026,MANDI-046,Karnal,Wheat,"INR 2,350","INR 2,685","INR 2,517",2275
PR007085,2026-03-11,MANDI039,NA,Mustard,5727.0,6192.0,5959.0,5650.0,309.0,False,Parsed: assumed format by separator,Matched,Unresolved: district missing in master,Compared: common basis implied by challenge,PR007085,11/03/2026,MANDI039,Ambala,Sarso,"INR 5,727","Rs. 6,192","INR 5,959","₹5,650.00"
PR003234,2026-08-31,MANDI010,Jalandhar,Mustard,5344.0,6188.0,5766.0,5650.0,116.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR003234,08-31-2026,MANDI010,Hisar,Sarson,"Rs. 5,344","INR 6,188","Rs. 5,766","INR 5,650"
PR010364,2026-06-29,MANDI014,Patiala,Rice,1936.0,2035.72,NA,2183.0,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing modal price,PR010364,29-Jun-2026,MANDI014,Fatehabad,Chawal,"INR 1,936",2035.72,,2183
PR003552,2026-05-18,NA,NA,Maize,1791.21,1980.88,1886.04,NA,NA,NA,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Unavailable: missing MSP,PR003552,18.05.2026,NA,Karnal,corn,"₹1,791.21","₹1,980.88",1886.04,
PR003156,2026-07-28,MANDI052,Saharanpur,Maize,2067.21,2382.0,2224.78,2090.0,134.7800000000002,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR003156,28/07/2026,MANDI052,Bathinda,Makki,2067.21,"Rs. 2,382","₹2,224.78","2,090.00/-"
PR001607,2026-06-18,NA,NA,Mustard,5565.0,6412.727054232409,5989.0,NA,NA,NA,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Unavailable: missing MSP,PR001607,18.06.2026,NA,Patiala,mustard,"INR 5,565",6412.727054232409,"Rs. 5,989",
PR002564,2026-04-06,MANDI010,Jalandhar,Maize,2121.78,2587.0,2354.0,2090.0,264.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002564,2026-04-06,MANDI010,Ambala,corn,2121.78,"Rs. 2,587","INR 2,354","INR 2,090"
PR001680,2026-02-09,MANDI038,Kurukshetra,Rice,2063.33,2387.0,2225.08,2183.0,42.07999999999993,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001680,09/02/2026,MANDI-038,Bathinda,paddy,"2,063.33/-","Rs. 2,387","₹2,225.08",2183
PR004686,2026-04-30,MANDI051,Saharanpur,Mustard,5523.1,6271.94,5898.0,NA,NA,NA,Parsed: unambiguous,Matched,Recoverable from master,Unavailable: missing MSP,PR004686,2026-04-30,mandi_051,NA,Sarson,5523.1,"6,271.94/-","Rs. 5,898",
PR010671,2026-08-12,MANDI036,KURUKSHETRA,Sugarcane,3521.0,3829.9,3675.0,3500.0,175.0,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR010671,12/08/2026,MANDI036,Sirsa,sugarcane,"INR 3,521","3,829.90/-","INR 3,675","₹3,500.00"
PR003180,2026-02-03,MANDI057,Bareilly,Rice,2102.2,2284.3,2193.25,2183.0,10.25,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR003180,03/02/2026,MANDI057,Patiala,Rice,"₹2,102.20","₹2,284.30","₹2,193.25","2,183.00/-"
PR007921,2026-06-13,MANDI057,Bareilly,Wheat,2274.0,2519.92,2397.03,2275.0,122.0300000000002,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007921,13.06.2026,MANDI057,Patiala,गेहूं,"INR 2,274","₹2,519.92",2397.03,"2,275.00/-"
PR009782,2026-03-30,MANDI045,Meerut,Mustard,4983.72,6078.7,5531.21,5650.0,-118.78999999999996,True,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR009782,30/03/2026,mandi_045,NA,Mustard,4983.72,"₹6,078.70","5,531.21/-","5,650.00/-"
PR007375,2026-05-26,MANDI007,Amritsar,Cotton,6948.75,7354.0,7151.48,6620.0,531.4799999999996,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007375,26.05.2026,mandi_007,Sirsa,Kapas,6948.75,"Rs. 7,354","₹7,151.48",6620
PR003698,2026-02-28,MANDI003,Ludhiana,Maize,NA,2455.0,2321.22,2090.0,231.2199999999998,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR003698,28-Feb-2026,MANDI003,Jalandhar,Corn,,"INR 2,455",2321.22,"₹2,090.00"
PR011382,2026-05-20,MANDI047,Muzaffarnagar,Maize,1923.0,2057.96,1990.53,2090.0,-99.47000000000003,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011382,20-May-2026,MANDI047,Karnal,Makki,"Rs. 1,923","₹2,057.96",1990.53,"₹2,090.00"
PR000927,2026-08-16,MANDI042,Fatehabad,Wheat,1971.5,2367.71,2170.0,2275.0,-105.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000927,08-16-2026,mandi_042,Bathinda,Wheat,1971.5,"₹2,367.71","Rs. 2,170","2,275.00/-"
PR011519,2026-03-27,MANDI030,Sirsa,Mustard,5653.22,6810.92,6232.0,5650.0,582.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011519,2026-03-27,MANDI030,Jalandhar,Sarso,5653.22,"₹6,810.92","INR 6,232","₹5,650.00"
PR009637,2026-03-10,MANDI056,Bareilly,Mustard,5115.5,NA,5462.0,5650.0,-188.0,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009637,10/03/2026,mandi056,Hisar,सरसों,"5,115.50/-",,"Rs. 5,462",5650
PR001637,2026-04-23,MANDI048,muzaffarnagar,Rice,2010.1534847915864,2209.05,2110.0,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR001637,23/04/2026,mandi_048,Ludhiana,चावल,2010.1534847915866,"2,209.05/-","INR 2,110",
PR004876,2026-08-12,NA,NA,Cotton,6345.534975638505,7199.0,6772.33,NA,NA,NA,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Unavailable: missing MSP,PR004876,12-Aug-2026,NA,Fatehabad,Narma,6345.534975638505,"INR 7,199",6772.33,
PR001068,2026-02-27,MANDI043,Agra,Rice,2093.86,2212.47,2153.17,2183.0,-29.829999999999927,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001068,2026/02/27,MANDI043,Moga,Chawal,"₹2,093.86","₹2,212.47","2,153.17/-","₹2,183.00"
PR006220,2026-05-31,MANDI021,Ferozepur,Maize,1888.0,2027.39,1957.595659704606,2090.0,-132.40434029539392,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR006220,31/05/2026,mandi_021,Bathinda,Makka,"INR 1,888",2027.39,1957.5956597046059,"₹2,090.00"
PR008164,2026-04-16,NA,NA,Rice,2145.539983472816,2347.05,2246.3,2183.0,63.30000000000018,False,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR008164,16.04.2026,NA,Hisar,Paddy,2145.539983472816,"2,347.05/-","₹2,246.30",2183
PR004486,2026-05-06,NA,NA,Maize,1887.5,2254.54,2071.0,2090.0,-19.0,True,Parsed: assumed format by separator,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR004486,06/05/2026,NA,Hisar,corn,1887.5,2254.54,"INR 2,071","₹2,090.00"
PR001657,2026-05-26,NA,NA,Sugarcane,3058.0,3448.788345653448,3253.0,3500.0,-247.0,True,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR001657,2026-05-26,NA,Jalandhar,Sugarcane,"INR 3,058",3448.7883456534482,"INR 3,253","₹3,500.00"
PR000636,2026-07-30,MANDI001,ludhiana,Mustard,5830.0,6522.04,6175.78,5650.0,525.7799999999997,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000636,30/07/2026,MANDI001,Jalandhar,Mustard,"Rs. 5,830",6522.04,"6,175.78/-","Rs. 5,650"
PR008714,2026-01-19,MANDI044,Agra,Sugarcane,3275.4225337385774,3868.2,3572.0,3500.0,72.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008714,01-19-2026,MANDI-044,Bathinda,Ganna,3275.4225337385774,3868.2,"INR 3,572","₹3,500.00"
PR006554,2026-05-12,MANDI019,Moga,Wheat,2043.0,2169.0,2106.18,NA,NA,NA,Parsed: assumed format by separator,Matched,Conflicts with master,Unavailable: missing MSP,PR006554,12/05/2026,mandi019,Ferozepur,Gehun,"INR 2,043","Rs. 2,169","₹2,106.18",
PR007451,2026-06-05,MANDI049,Muzaffarnagar,Rice,2133.49,2430.74,2282.12,2183.0,99.11999999999989,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007451,05/06/2026,mandi_049,Hisar,paddy,2133.49,2430.74,2282.12,"Rs. 2,183"
PR004826,2026-02-27,MANDI008,Amritsar,Mustard,5305.6683659374585,5842.61,5574.14,5650.0,-75.85999999999967,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004826,2026/02/27,MANDI008,Moga,Sarson,5305.6683659374585,5842.61,"₹5,574.14","Rs. 5,650"
PR003124,2026-07-04,MANDI002,Ludhiana,Cotton,6280.49,7576.15,6928.32,6620.0,308.3199999999997,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR003124,04.07.2026,MANDI002,Patiala,Cotton,"6,280.49/-",7576.15,"₹6,928.32","₹6,620.00"
PR007308,2026-06-15,MANDI048,muzaffarnagar,Cotton,6414.53,7817.45,7115.99,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR007308,15.06.2026,MANDI-048,Jalandhar,Cotton,"6,414.53/-",7817.45,7115.99,
PR011358,2026-03-03,MANDI027,Hisar,Wheat,1957.21,2120.7088850785995,2038.96,2275.0,-236.03999999999996,True,Parsed: unambiguous,Matched,Agrees with master,Compared: common basis implied by challenge,PR011358,03/03/2026,mandi_027,Hisar,wheat,"₹1,957.21",2120.7088850785995,"2,038.96/-","Rs. 2,275"
PR002849,2026-02-19,MANDI043,Agra,Wheat,2108.38,2303.0,2205.49,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR002849,19/02/2026,mandi_043,Jalandhar,GEHUN,"₹2,108.38","INR 2,303","₹2,205.49",
PR000278,2026-04-02,MANDI002,Ludhiana,Maize,2028.0,2420.0,2224.0,2090.0,134.0,False,Parsed: assumed format by separator,Matched,Recoverable from master,Compared: common basis implied by challenge,PR000278,02/04/2026,MANDI002,NA,corn,"INR 2,028","Rs. 2,420","INR 2,224","₹2,090.00"
PR010767,2026-01-26,MANDI049,Muzaffarnagar,Cotton,6176.37,7109.091862971616,6642.73,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR010767,2026-01-26,MANDI049,Patiala,कपास,"6,176.37/-",7109.091862971616,6642.73,
PR009416,2026-06-05,NA,NA,Rice,1918.74,2304.0,2111.0,2183.0,-72.0,True,Parsed: assumed format by separator,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR009416,05.06.2026,NA,,Paddy,"₹1,918.74","INR 2,304","Rs. 2,111",2183
PR006769,2026-08-02,NA,NA,Wheat,2047.45,2342.22,2195.0,2275.0,-80.0,True,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR006769,2026-08-02,NA,NA,गेहूं,"2,047.45/-",2342.22,"INR 2,195",2275
PR005062,2026-08-29,MANDI057,Bareilly,Sugarcane,3331.999425085686,3987.3206060919074,3659.66,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR005062,2026/08/29,mandi057,Ferozepur,Ganne,3331.999425085686,3987.3206060919074,"3,659.66/-",
PR006581,2026-06-17,MANDI012,Patiala,Mustard,5447.43517291978,6539.0,NA,5650.0,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing modal price,PR006581,2026/06/17,MANDI012,Kurukshetra,Mustard,5447.43517291978,"INR 6,539",,"₹5,650.00"
PR003411,2026-07-25,MANDI050,Muzaffarnagar,Mustard,5673.4,NA,6244.0,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR003411,25-Jul-2026,MANDI050,Bathinda,Sarson,"5,673.40/-",,"INR 6,244",
PR001183,2026-06-28,MANDI051,Saharanpur,Wheat,2311.342582562423,2580.92,2446.13,2275.0,171.1300000000001,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR001183,28-Jun-2026,MANDI051,,WHEAT,2311.342582562423,2580.92,"2,446.13/-","₹2,275.00"
PR003889,2026-05-29,NA,NA,Cotton,6089.0,6442.05,6265.64,NA,NA,NA,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Unavailable: missing MSP,PR003889,2026-05-29,NA,Sirsa,Kapas,"Rs. 6,089",6442.05,6265.64,
PR006057,2026-03-28,NA,NA,Rice,1970.36,2238.5,2104.0,2183.0,-79.0,True,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR006057,28/03/2026,NA,Ludhiana,paddy,"1,970.36/-",2238.5,"Rs. 2,104","Rs. 2,183"
PR010183,2026-01-13,MANDI023,KARNAL,Maize,1863.0,2087.97,1975.71,2090.0,-114.28999999999996,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR010183,2026/01/13,MANDI023,Kurukshetra,corn,"Rs. 1,863","2,087.97/-","1,975.71/-","Rs. 2,090"
PR000371,2026-08-07,MANDI018,MOGA,Mustard,5054.0,5585.96,5320.06,5650.0,-329.9399999999996,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000371,07-Aug-2026,M018,Fatehabad,Sarson,"INR 5,054","5,585.96/-",5320.06,"INR 5,650"
PR006590,2026-05-24,MANDI035,Ambala,Wheat,2350.41,2731.0,2540.73,2275.0,265.73,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR006590,24-May-2026,M035,Patiala,WHEAT,2350.41,"Rs. 2,731","₹2,540.73","₹2,275.00"
PR010318,2026-02-15,MANDI014,Patiala,Sugarcane,3264.0,3445.4932241573993,3355.0,3500.0,-145.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR010318,2026-02-15,mandi_014,Amritsar,Ganna,"Rs. 3,264",3445.4932241573993,"Rs. 3,355","Rs. 3,500"
PR000090,2026-06-26,MANDI040,Fatehabad,Maize,1881.8691227385789,NA,2003.89,2090.0,-86.1099999999999,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000090,2026-06-26,MANDI040,Ambala,Maize,1881.8691227385789,,2003.89,"2,090.00/-"
PR004915,2026-03-29,NA,NA,Wheat,2155.0,NA,2340.1,2275.0,65.09999999999991,False,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR004915,29.03.2026,NA,Moga,गेहूं,"Rs. 2,155",,2340.1,"Rs. 2,275"
PR009953,2026-04-22,MANDI028,Hisar,Rice,1901.88,2078.12,1990.0,2183.0,-193.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009953,22/04/2026,M028,Ambala,Dhaan,"₹1,901.88","₹2,078.12",1990.0,"INR 2,183"
PR010106,2026-01-02,MANDI042,Fatehabad,Cotton,6136.0,6538.69,6337.33,NA,NA,NA,Parsed: assumed format by separator,Matched,Conflicts with master,Unavailable: missing MSP,PR010106,02/01/2026,MANDI042,Bathinda,कपास,"INR 6,136",6538.69,6337.33,
PR000014,2026-02-08,MANDI028,Hisar,Wheat,2100.07,2375.64,2238.0,2275.0,-37.0,True,Parsed: unambiguous,Matched,Agrees with master,Compared: common basis implied by challenge,PR000014,08-Feb-2026,MANDI-028,Hisar,WHEAT,"₹2,100.07",2375.64,"INR 2,238","2,275.00/-"
PR000287,2026-04-13,MANDI031,Sirsa,Wheat,2103.01,2276.59,2189.8,2275.0,-85.19999999999982,True,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR000287,2026/04/13,MANDI-031,,Kanak,"₹2,103.01",2276.59,"2,189.80/-","₹2,275.00"
PR004723,2026-04-12,MANDI020,Ferozepur,Wheat,1960.0,2441.0,2200.7,2275.0,-74.30000000000018,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004723,12/04/2026,MANDI020,Kurukshetra,Gehun,"Rs. 1,960","INR 2,441",2200.7,2275
PR000290,2026-08-07,MANDI024,Karnal,Sugarcane,3589.02,3950.83341499987,3769.93,3500.0,269.92999999999984,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000290,2026/08/07,mandi_024,Bathinda,Ganna,3589.02,3950.83341499987,"₹3,769.93","INR 3,500"
PR000885,2026-04-26,MANDI016,Bathinda,Mustard,4928.43761867252,5446.76,5188.0,5650.0,-462.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000885,26-Apr-2026,mandi016,Kurukshetra,सरसों,4928.43761867252,"₹5,446.76","Rs. 5,188","₹5,650.00"
PR006785,2026-07-31,MANDI025,karnal,Rice,2112.0,2555.56,2334.0,2183.0,151.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR006785,2026-07-31,MANDI025,Karnal,Rice,"Rs. 2,112","₹2,555.56","Rs. 2,334",2183
PR011132,2026-03-30,MANDI020,Ferozepur,Sugarcane,3250.83,3969.99,3610.0,3500.0,110.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011132,2026-03-30,MANDI020,Sirsa,Sugarcane,3250.83,"₹3,969.99","Rs. 3,610",3500
PR000072,2026-01-06,MANDI047,Muzaffarnagar,Wheat,2020.69,NA,2160.48,2275.0,-114.51999999999998,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000072,06/01/2026,MANDI047,Amritsar,WHEAT,2020.69,,2160.48,"₹2,275.00"
PR008759,2026-04-10,MANDI042,Fatehabad,Rice,1916.22,2381.0,2148.0,2183.0,-35.0,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008759,10/04/2026,MANDI042,Moga,Basmati,"1,916.22/-","INR 2,381","INR 2,148","₹2,183.00"
PR002705,2026-06-11,NA,NA,Mustard,4886.19,5692.39,5289.29,NA,NA,NA,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Unavailable: missing MSP,PR002705,2026-06-11,NA,NA,Mustard,"4,886.19/-",5692.39,"5,289.29/-",
PR011585,2026-01-28,MANDI016,Bathinda,Sugarcane,3395.0,3710.84,3552.76,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR011585,2026-01-28,MANDI-016,Jalandhar,Ganne,"INR 3,395","₹3,710.84",3552.76,
PR001860,2026-04-18,NA,NA,Sugarcane,3233.75,3496.33,3365.0,NA,NA,NA,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Unavailable: missing MSP,PR001860,2026/04/18,NA,Sirsa,गन्ना,"₹3,233.75",3496.33,"Rs. 3,365",
PR001126,2026-03-20,MANDI003,Ludhiana,Rice,1889.99,2165.52,NA,2183.0,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing modal price,PR001126,2026/03/20,M003,Amritsar,चावल,"₹1,889.99",2165.52,,"INR 2,183"
PR001877,2026-04-28,MANDI038,Kurukshetra,Cotton,6070.34,6646.0,6357.95,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR001877,04-28-2026,MANDI-038,Ludhiana,Cotton,"₹6,070.34","Rs. 6,646",6357.95,
PR004804,2026-08-10,MANDI015,Bathinda,Sugarcane,3036.0,3480.16,3257.9,3500.0,-242.0999999999999,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004804,08-10-2026,M015,Fatehabad,Sugarcane,"Rs. 3,036","₹3,480.16","3,257.90/-",3500
PR005224,2026-08-06,MANDI019,Moga,Cotton,5856.97,6404.1,6130.53,6620.0,-489.47000000000025,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR005224,2026-08-06,MANDI019,Ludhiana,Cotton,5856.97,6404.1,"₹6,130.53","Rs. 6,620"
